tweet,sentiment,language,tag
"Okay billion budget, 1 whole year and y’all failed to do this???? Just admit this administration has been a failure in addressing this pandemic. Automated contact tracing should have been basic with the resources and time y’all had.",0,en,Response
Can't believe we have kiss ass to get more vaccines from the same dudes that fucked up this whole pandemic in the first place.,0,en,Quarantine
"I’m not throwing away my shot! For my loved ones, for the frontliners of PGH, for our patients, and for those who we’ve lost in this Covid-19 pandemic, especially to Kharen Abat-Senen. This is for all of you.:-) https://t.co/TwsHD5clBc",1,en,Quarantine
@ephifanijames Valid naman yung nararamdaman ng mga employees since malaki talaga effect ng pandemic sa mental health ng lahat.,0,tl,Regulasyon
A year ago...right before my birthday...pandemic was declared. The day before my birthday was the last day of work in the office for me. #pandemicanniversary,0,en,Lockdown
Tagae daw ko ninyo unsay nindot isolve karong pandemic? 👉🏻👈🏿,0,tl,Regulasyon
ONE YEAR INTO THE PANDEMIC. 🙄,0,en,Quarantine
"exactly a year ago, i had my last onsite class and i only have one class on my schedule that day (5:30-7:30 pm) so basically, i barely stayed in school on the last day of onsite classes before the class suspension due to this fckng pandemic! H A Y S S S 😔",0,en,Lockdown
"@patrissshh Sadly, the horrendous murders remain unabated ! These killings highlights the unconscionable morals of PH Govt, given that the country is still reeling heavily From pandemic &amp; its attendant impact! We all pray &amp; stand united agst pandemic &amp; versus tyrannical forces! Que bueno !",-1,en,Quarantine
@alvinelchico pa ask Naman si usec KAILAN KAYA matatapos Ang pandemic na ito,0,tl,Lakbay
I’m planning to sell some of the authentic kimonos I acquired during this pandemic but still undecided which ones to let go. Some are just too big for me. Price around 400-500 😊👌🏼 https://t.co/QZqdKN8Iqi,0,en,Quarantine
hahahaahaha tanginang pandemic to,0,tl,Regulasyon
So our Provincial Govt is planning to get a 1 billion loan for insfrastructure projects during the pandemic. Talk about priorities. Vaccine po sana muna. Umutang pa. 😑,0,en,Quarantine
"Prior to this pandemic, our work will always be exhausting. 🤪",0,en,Quarantine
1 major reason ngayong pandemic kaya ayoko na sa office na to: mga insensitive na tao.,0,tl,Regulasyon
"How to dominate world pharma sales? Produce a pandemic with a biochem weapon, with a ready antidote or secret vaccine https://t.co/xkfYIwuyI7",0,en,Quarantine
Sana matapos na ang pandemic. Kapoy na jud,0,tl,Regulasyon
@chinitocebuano @chibuanokini Grateful ghapon! Btaw uy dghan man affected na business due to pandemic gud mao we can't blame them for cost cutting. There are 4M Jobless Filipinos last January and be thankful that we still have work. But companies should provide clear info to the employees para less reklamo 😉,1,en,Lockdown
i dont think this pandemic will end.. i think this will last forever.. this breaks my heart 😭,0,en,Lockdown
"Discovering anomalies in fine prints WON’T deter users from installing and using these apps. As a perceived necessity, these provide spatial and temporal connectivity with friends and loved ones ESPECIALLY IN A PANDEMIC, regardless of data mining and privacy concerns. 📲💻📀🖥💡",0,en,Quarantine
Throwback to the time when I visited Tagaytay with my family before the pandemic started. Hope to go back there after pandemic when I fly back to the Philippines. Can anyone guess what’s on my mind in this pic? Lol https://t.co/PJZrXIfqHh,0,en,Lockdown
"Lahat ng kaibigan ko, may work na!!!❤️ sobrang saya ko para sa kanila, despite of pandemic and sacrifices nila. Huhu thank you Lord!!!! Sobrang sinagot mo lahat ng prayers namin🥺❤️",-1,tl,Lakbay
shit after 20 yrs dun lang sila nagkabating mag bestfriend 😂😆 Grabeng pride naman yan Amy and Suzy 😂 kung di pa nagla pandemic di pa kayo magkakabati agad😆,0,tl,Lakbay
@gladelicius Hoy kiyawan mn sad ta ana! Okay ra unta ug isa ra sya. Okay rna sya? ? Hala siszt 2021 na. Pandemic pa jud. Wa nmn nauso libre ron🤮,0,tl,Regulasyon
"Please send some of your thoughts (and prayers, if you like) in the way of those who are sick and dying in this time of pandemic. Please include their families and loved ones who cannot grieve for their departed properly because of current protocols.",0,en,Quarantine
358th Day: The roads 🛣 and sky 🌇 are still clear. This is one of the good things happened this pandemic 🧬. Longer time ⏲️ spent with our loved ones 👨‍👩‍👧‍👦 is the best 👌❤💯 #covid192021 https://t.co/s91Tingt89,0,en,Quarantine
Diko tuo adtong liquidation sa Philhealth. Hahaha. 2013 pa man kaha to nagstart unya pandemic giliquidate? Huy di mi ogobs kaayo. Slight lang.,0,tl,Regulasyon
"We have to be clear-eyed in our questions about our pandemic response. - How are we doing with the basics: testing, tracing, and isolation? - Why haven't we improved our daily testing numbers (we got stuck at 30k)? - Do our present contact tracing system(s????) actually work?",0,en,Quarantine
"Thanks @DrRabiWHO and @OyunUNICEF for your tireless effort on COVAX, which is the largest and most diverse portfolio of #COVID19 #vaccines . It’s the world’s best hope of bringing the acute phase of this pandemic to a swift end. https://t.co/khZnXzawMW",1,en,Response
"Last year, 'di ako nakapag-celebrate ng birthday ko with friends kasi lahat nag-papanic makauwi na sa kani-kanilang probinsya dahil nagsisimula na kumalat ang COVID19. Ngayon, 'di pa rin ako makapag-celebrate ng birthday with friends kasi may pandemic pa din.",0,tl,Regulasyon
"@JujuliaGrace @EveryDoctorUK It isn't just wrong, it is unforgivable during this pandemic.",-1,en,Response
if wala lang untay pandemic for sure akong kwarta mahurot lg nilaag and treat kay Pia🥺💖 huhuhu,0,tl,Regulasyon
Physical Shop/house extension🥺🙏🏻💕 sarap makita na worth it yung pagod and sipag ko for almost a year of online selling huhu kahit pandemic pero may gantong blessing na binigay si lord sakin😭 thank you so much po huhu mas pagbubutihan ko pa po and more grind this year ☺️ https://t.co/6aqKcV2aqg,0,tl,Regulasyon
Guys malapit na tayong magkitakita!!!! (Ooops pandemic),0,tl,Lakbay
"House panel chair Malou Acosta-Alba: Women continue to face a lot of challenges, discrimination, violence and sexual abuse especially in the pandemic. There's also an increase in domestic violence.",0,en,Quarantine
.@flyPAL You need to review your upgrade policies by bidding. It is unconscionable to forfeit paid upgrade fees when one has to re-book during the pandemic.,0,en,Quarantine
Magflex kayo ng grades sa post pandemic. When regular classes resumes. periodt.,0,tl,Regulasyon
"I think this will be the best pro or whatever volleyball tournament this country will ever have. Sana nga nangyari to before pandemic but duh, it’s happening!! #PVL2021",1,en,Lockdown
You know very well that there's a pandemic. We are all to RESTRICT our travels and movements. But you always think that there is something SPECIAL and EXEMPT about you. Almost everyone thinks this way. We EXEMPT ourselves from the RULE.,1,en,Lockdown
"JUST IN: House panels on health, ICT approve House Resolution 1536 which urges the IATF to establish a unified national contact tracing protocol amid COVID-19 pandemic.",0,en,Response
Seeing some of my medical frontliner friends and relatives in PH taking #COVID19 vaccine shots gives a sense of hope that we shall get through this pandemic. I place my trust with them way more than how our national government responds. The latter is just too full of impunity.,1,en,Quarantine
"Since sa pedia ako ngayon nakarotate, nakakamiss lang tumabay sa DR tapos may tangay-tangay na newborn. Lalo na yung mga big babies. Pero sa NICU, medyo challenging pa sakin mag extract ng mga newborns. Gusto ko din sana matutunan mag-umbi cath. Hays pandemic. 😢",0,tl,Regulasyon
"@mrsunlawyer in the duterte admin talaga, priority ang mga mayayaman at corporation no?? in a better admin, ngayong pandemic, pagbabawalan yang mga yan ng BSP dahil hindi naman sila nalulugi?!?",0,tl,Balita
Nung birthday kasi ni hee sobrang rush last year then since pandemic sobrang hirap pa ko makahanap ng place kaya nagonline cupsleeve event lang ako. Pero this year talaga pota bobonggahin ko na para kay Heeseung 🤣🤣🤣 si mayor arman kasi ayaw magreply balak ko mag paAD sa bayan,0,tl,Regulasyon
@_MaAkuMa_ *gawks at Dux’s photo* Praying for the safety of your bahay-bata post-pandemic. Charot!,0,en,Quarantine
What is excellence in the pandemic response but COVID-19 persisting? #IntrospectionPlease #COVID19,0,en,Response
"How I survived my 7am classes before the pandemic, I’ll never know",0,en,Lockdown
80% nako sa akong travel incentives sa EC HUHUHU JAPAN!!!! ANO NA!! FREE TRAVEL + 1 WEEK + ALL EXPENSES PAY + POCKET MONEY. 😭🙏MAYNTA WALA NAY PANDEMIC KARON NA YEAR HUHUH,0,tl,Lakbay
"We are still in the middle of pandemic, with high risks for going outside, even if you all say that you've done swab test, you wear facemasks, but what you're doing is not a good example. Even Bretman Rock who's globally known stayed in his home for the whole pandemic.",0,en,Lockdown
Nakalimutan ko na pandemic pala 🤣 naka akyat lang makalimutin na,0,tl,Regulasyon
"I have opinions too about that interview but perhaps when all the hot takes die down. Meanwhile, our government says they did an excellent job handling the pandemic. 🙄",0,en,Quarantine
@Joseph_Morong @gmanews please hurry to Bacoor because the people don't know there's a pandemic.... and the LGU:s aren't doing anything about it..,0,en,Lockdown
I believe gusto kong magpalamon sa mga Droons at maging bato nalang muna at sana magising ako ni Raya and friends pag wala ng pandemic.,0,tl,Regulasyon
"@jojo_quizon @ANCALERTS @joycebalancio Imperial Davao at work! Another weekly Davao junket! With tons of loans acquired lately, never heard that PH wud pursue austerity measures, taking consideration pandemic situation, zoom meetings are more practical &amp; thrifty! Dios mio!",0,en,Response
@alvinelchico dapat ba palitan na Ang president natin yun ba solution or mga cabinet members and all sa tingin ko mukhang hindi na sa tao yun eh sa goverment na Kasi parang d na ako maniwala sa pandemic some were may mali hindi ko Alam kung saan....,0,tl,Balita
@alvinelchico excellent ham lang ang excellent eh poor Ang aking bigay y???una Kasi mabagal Ang lgu and goverment hindi masyado bihasa sa kanilang batas yun lang po prayer for mamang doris we love u poor Ang aking rate grrrrrrr kkainis Ang pandimic...hay pandemic,0,tl,Regulasyon
"@alvinelchico excellent%?????? Saan Ang excellent dun Kasi una last Tayo sa LAHAT nang bagay especially dun sa pag bigay nang batas para sa pandemic and hindi ko makita kung saan Ang excellent dun para sa akin poor eh palo na sa pagiisip nang rules and regulations grrrr,!!!!!!",0,tl,Regulasyon
Filipino people are dying because of the (1) covid19 pandemic and (2) of the government. The latter is worst because they do it deliberately and by negligence.,-1,en,Quarantine
@rard25 Its okay not to be productive sa pandemic byaaaaan,1,en,Quarantine
"Had a lot of breakdowns during this pandemic, yet I still have you 💕 I will always be grateful for you 💖",1,en,Quarantine
"Pat Pogongan engaged with some youths/students re health tips against Covid-19, deceptive recruitment of CPP-NPA to youths, women/children safety this pandemic, advised them to study well on their modules, then handed them flyers on road safety tips and anti-terrorism campaign. https://t.co/RCPGMOkQY9",1,en,Quarantine
"“Libreng Sakay Alay ng Kapulisan ng Lagangilang” Visitation in brgy Cayapa wherein personnel this unit ferried some women and their children from brgy Laguiben to said destination. Also, reminded them women and children safety tips during pandemic, and health tips. #PNPCares https://t.co/k7pytaJLlF",0,en,Lockdown
"“Noone is more cherished in this world than someone who lightens the burden of another.” Relative to ‘Kapwa Ko, Sagot Ko’ program of this unit this time of pandemic, PCpl Jeryl B Torres handed financial assistance to this unit’s scholar, Dionisio Tubaña. https://t.co/cHJHa0FzqQ",0,en,Quarantine
You should be doing this post pandemic. Bruh,0,en,Quarantine
@isabelmerana @SyLicoNgaAko @SeniorCSupreme Squeezing the pandemic until 2022 so they can declare a no election,0,en,Quarantine
"Silver-lining of pandemic, after all.",1,en,Quarantine
@bElLy_ily0 Dami talagang ngbbreak ngayong pandemic 🥺 Pero let's not lose our focus. We'll find one soon! MD muna ✨,-1,tl,Regulasyon
Tagal mawala ng pandemic gusto ko na mameet ang Beyond Zero❤️,0,tl,Regulasyon
Always great to hear from @MsReyna2 and Lydia van Berkhout! #PYPxPopUp I still remember the PYPX @toddle_edu session last year (amidst pandemic uncertainties) that these wonderful educators also facilitated! https://t.co/x2TMSwoJiv,1,en,Response
"""In the midst of chaos, there is also opportunity"" - Sun Tzu ""In the midst of pandemic, there's an opportunity to visit places safely without the crowd"" - me 😷 @ Baluarte de San Diego https://t.co/xd06h6sWJ4",1,en,Quarantine
Mayad pa pandemic kaabot 1 year. Kita tana?,0,tl,Regulasyon
KNIVES OUT (2019)! ❤️ Bakit kinailangan pa hintayin ang pandemic bago ko mapanood ito? Bakit ngayon lang? ANG GANDA! 😭 Panoorin nyo na din.,0,tl,Regulasyon
First time kong mg edsa after a year pero in fairness mas maayos kesa dati nakapila at saka walang tulakan sana ganto padin even after pandemic,0,tl,Lakbay
Hello @flyPAL or @CebuPacificAir might wanna invest on something pioneering here in PH. I mean I know you’re hit with the pandemic and financials are not good. But don’t miss the opportunity,0,en,Lockdown
"Yung PSL ang nagpalaro and effort to start the volleyball despite the pandemic pero ang credit ng players and media, BVR!! Taray di nga siguro knows pano magstart ng liga. Pwe! https://t.co/YsIcnRVfg8",0,tl,Lakbay
@Luisito072011 Thank you! Namiss ko to haha! Ngayon lang nakabalik after pandemic.,1,tl,Lakbay
@habagatcentral @notavailawble We still have internal forces who wants to subjugate the Filipinos. They have used this pandemic as a weapon and as leverage.,0,en,Quarantine
I honestly can't wait for my #COVID19Vaccination We are living in the age of miracles! In a year we have produced a suitable vaccine against severe infection from a new pandemic. IN. A. YEAR. Gratitude is the right attitude. #vaccinate #Medicine #science,0,en,Quarantine
"how often do you talk to your crush? — A few times pre-pandemic pero matumal ngayong pandemic lmao once a month on average, as in kapag ""talk"" talk talaga lol I send memes to them occasionally so I got that going good for me HAHA… https://t.co/vQwxQMan4e",0,en,Quarantine
"NOW: Recollection of Grade 8 students with the theme ""My Faith, The Pandemic and the Lenten Season"". This spiritual formation is part of SDA's continuous pursuit to provide Christian Catholic education to its students. | photos courtesy of Ms. Julie Ann E. Cruz, Campus Minister",0,en,Response
"NOW: Recollection of Grade 8 students with the theme ""My Faith, The Pandemic and the Lenten Season"". This spiritual formation is part of SDA's continuous pursuit to provide Christian Catholic education to its students. | photos courtesy of Ms. Julie Ann E. Cruz, Campus Minister https://t.co/nyDzaxIt0Y",0,en,Response
Squeaky Mart getting back its usual revenue. Practicing beat matching! Try reading again. Maybe try to watch JJK after AoT. Plan or book a travel! Ughhh fucking pandemic. I hate swab tests. Oops not a hate post.,0,en,Quarantine
"Ang dami nating nasayang na pangarap because of pandemic. But still, we held on. Naniwala tayo sa kakayahan natin. Kaya ituloy lang natin.",1,tl,Regulasyon
@maykuzs Buti pa pandemic hahahahaha,0,tl,Regulasyon
"If not for the Lunatic, we won’t be in this gargantuan pandemic mess! No compre plan, no mass testing, no extensive contact tracing, tons of loans, politics over science, several distractions, proliferation of TFs, poor vacc purchase/roll-out programs, etc! Que horror!",-1,en,Quarantine
@maykuzs Magbibirthday pa daw pandemic,0,tl,Regulasyon
"Last time naka-kaon kog Mang Inasal was before the pandemic. Pwes, mao ni ako ipanihapon ugma behps!",0,tl,Regulasyon
Nakakapagod na yung pandemic,0,tl,Regulasyon
"Kung iisiping mabuti,,,, sobrang daming talagang binago ng Covid-19 Pandemic. :))) daming namatay, daming nahirapan, daming YUMAMAN, ang daming gulo ☹ ang lungkot lungkottt aaaahhhck",0,tl,Regulasyon
@ALOveyoutoo @KotseConfused Yes!!! Also if our government told us it was ok to exercise outdoors during the pandemic,0,en,Response
"Covid cases are on the rise the past 2 weeks. Don't be complacent even with vaccines now available. Keep your masks on and practice social distancing. The pandemic is not yet over. Keep safe, everyone.",0,en,Quarantine
"“As MFC Singles, you encountered Christ as a strong foundation. In the midst of this pandemic, in the midst of the darkness, He proves himself to be our light. Christ is our light. He is the great light that shines in the darkness",0,en,Quarantine
"ug wala lg lage pandemic, sabay sabayon jd nako ni si Pia bisan asa ko moadto🥺💖",0,tl,Regulasyon
"so na share ko nga i was dating someone so he asked me to go to enchanted kingdom. Diko alam mafi feel ko kase every year (not included pandemic) kami ng 6th yr kong Ex dun sa EK, it feels like history repeat itself.",0,en,Quarantine
"Exam day 🎒 🖊️ 📚 📷 05 March 2020, Before Pandemic @ Biological Science Department https://t.co/dRefHrlP9T",0,en,Quarantine
"I saw photos of what Myeongdong looks now. This used to be a happy place! A shopping haven, a food paradise. I hope this pandemic will end soon! 😷 https://t.co/ViIpbLfYK7",0,en,Lockdown
@dangerousrenn After pandemic nak soon!!!!,0,en,Quarantine
"If there's one thing na magandang naidulot ng pandemic ay nakakauwi na ako galing office na may araw pa. Pre-pandemic, alas-8 or 9 or 10 uwi ko. Ngayon, as early as 5PM ay exit na ako sa opisina. At di na ako nagbubukas ng laptop pag-uwi. Haha!",1,tl,Regulasyon
@inquirerdotnet @khallareINQ I hope the vaccine end this pandemic.,0,en,Quarantine
Pandemic duty essentials lol https://t.co/1BtRG0nF9v,0,en,Quarantine
"FRIENDS : 'IT'S HAPPENING' After being delayed due to the COVID-19 pandemic, the highly anticipated “Friends” reunion will finally start filming next month. Can’t wait. #g8 #friendsmovie #bestfive #childhoodtvseries https://t.co/Nqc6UeeQip",0,en,Quarantine
Truly the best content we ever received this pandemic! Haha #Elsa 🎥: @jeffcanoy https://t.co/zgdUTBoCZi,1,en,Quarantine
"“If not for Duterte, PH won’t have this level of COVID19 pandemic until now,’ says Juan dela Cruz.",0,en,Response
"I must say i rlly miss my friends, grabe iba yung atake ng pandemic sa mental health ko.",-1,tl,Regulasyon
"Before ning Pandemic, I usually transport my cargoes to South Bus Terminal sa kaadlawn para makaabot sa first trip na alas 6 bound for Dumaguete City. Karon, I have doubts if makaya pa ni knowing na 1 year nako wa mag ingon ani unya naa pay curfew nilang Garganera og EdLabs.",0,tl,Lakbay
every non-butaw org person i know can handle this pandemic better than the gov't if u ask me,0,en,Quarantine
@Beybiruth_1 Kailangan nyang gawin nalugi na yata dahil sa pandemic na ito na ang lahat ng negosyo ay apektado. Pero mali eh hindi nman bankable at the most hated personality ang pinagsabong talo ka nga. Hindi pala magaling kumilatis. Now we know ur true color.,0,tl,Regulasyon
"US Embassy Chargé d’Affaires John Law: As we fight the pandemic together, the United States will continue to support the Philippines’ vaccination and COVID-19 mitigation efforts. @PhilstarNews",0,en,Quarantine
Tangina I miss sumayaw. I miss ng may cover group :((((( tangina mo naman pandemic 🥺,-1,tl,Regulasyon
"Written and recorded remotely during the global pandemic... Check out @TheItchyworms’ epic quarantine album, Waiting For The End To Start ⬇️⬇️⬇️ https://t.co/Ll634WK7Ef",0,en,Lockdown
throwback! last film we watched at the cinemas last year before the pandemic. what's yours? https://t.co/HY4b6Iza5E,0,en,Quarantine
"Ang hirap mag lakad ng thesis paper na gantong pandemic, need ng mga students ng pirma ng Advisers, so pupunta ng school then ipapasa kay client tapos waiting for signature ni client then babalik ulit sa school, so ano na tayo nyan. Taena paritot parito",-1,tl,Regulasyon
Grateful for providing 103 new homes to the Filipino families this February 2021! #TheMarchContinues in giving excellent service amidst the pandemic! #WeAreYLR #YESLandRealty https://t.co/BRiRPGPnHw,1,en,Quarantine
HOLY SHIT. Is this a sign?! I need an IRL game before this happens to all of my #dnd stuff! I grabbed my Curse of Strahd book from my shelf and this is what I saw. I haven't used my DM screen ever since the pandemic started. Zuggtmoy you mad? https://t.co/dWpYr7Rg0J,0,en,Quarantine
"How to be cultured during this pandemic? Use facebook, twitter and instagram daily - coz it's a different world in each one of them.",0,en,Quarantine
Buti pa si @lizasoberano mabilis aksyunan ni @pldt ehh paano kaming mga ordinaryong pilipino na nangangailangan din ng mabilis na internet to survive this pandemic. 😢😞🥺,0,tl,Regulasyon
"perfect my ass, it is due to the lack of ur swift action and response since the beginning of the pandemic. tas pahaya hayahay lang naman kayo habang nahihirapan ang madaming Pilipino. inanyo.",-1,tl,Balita
USO BALA GAMITON ANG TAGIPUSUON KAG UTOK MO MISS BISAN GAMAY MAN LANG NGA KONSIDERASYON SA IMO NGA MGA STUDYANTE BAL AN NGA PANDEMIC MA AMO KAPA NA YA. TAWO KAPA AYHAN?,-1,tl,Regulasyon
"Lost my lola last June 2020 mid pandemic. Grief felt 2x, rushed and surreal when she had to be cremated right away",-1,en,Quarantine
@thespiexpress Totoo ba like during pandemic ah di yung before?,0,tl,Regulasyon
"@tulabymay @AciertoMaris @dac3987a737846a Walang dating ang chmistry nila di bagay tanda na si tita Bea, mas bagay sya kay John Lloyd, besides pandemic pa, sino kaya ang manonood, tatlong production companies ang humawak sa movie na ito sooo lakas ng loob, ano po?tapos sasabihihin nila tumabo sa takilya, kahit hinde.",0,tl,Regulasyon
@rosalieordonio @nmasistio Eh ano pa nga ba they are living in lies mga sanay yan God knows the ttuth hayaan natin ang Dios ang gumawa inspitr of the pandemic may taong walang takot sa Dios,0,tl,Regulasyon
Nakilala ko siya nung pandemic tapos our of the blue biglang nag usap biglang naging close ganon tapos na lock down siya sa pampanga so ako gumawa talaga ng way para mapauwi siya from pampanga to cavite sakanila.,0,tl,Regulasyon
"Brazil is battling a more contagious variant that has trampled one major city and is spreading to others, even as Brazilians toss away precautionary measures that could keep them safe. Brazil recorded more than 1,700 Covid-19 deaths, the highest single-day toll of the pandemic.",0,en,Response
@jumareee Hindi ko nga alam kailan makakalis pa. #pandemic #healourearth,0,tl,Lakbay
"I’m sorry pero ang stupid nung “bakasyon” during pandemic. Jusko sez, wala ka nang kredibilidad. 🤷‍♂️",-1,tl,Lakbay
The pandemic has truly changed people,0,en,Quarantine
@MrFrankBaraan Dashing guy there! Bon appetit! Hope you won’t get diarrhea from all that brouhaha from SPOX ! All that toxicity is overflowing &amp; ruining our sanity while wallowing the muddy waters of the pandemic! Que horror!,0,en,Lockdown
"masarap ang fulfilment sa trabaho pero tamang maghinay-hinay muna tayo. we have a pandemic to survive, and deserve natin na mag-focus sa sarili natin — much more than what we’re supposed to bring to the table at work. prioritize our own welfare, everything else is secondary.",0,en,Quarantine
"Yung coupon na minsan na nga lang mapanalunan, di pa nagamit dahil sa pandemic 😤",0,tl,Regulasyon
Isang taong nagbabakasyon?! Bakasyon tawag mo sa mga nawalan ng trabaho dahil sa kawalang kwenta niyo rumesponde sa pandemic?! Sobrang lala ng pagkakapal ng mukha nitong taong ‘to bat kaya di pa ‘to tamaan ng kidlat!,0,tl,Regulasyon
"I have booked my first travel since my Japan sojourn and while on pandemic. Let’s help in our own lil way our country, let’s go domestic! #LeapOfFaith https://t.co/Z3XbopHeRc",0,en,Lockdown
"@Converge_CSU Hello, my shift starts at 10PM, can you compensate the losses because I am not able to work for days now????????? You guys lack of urgency and have a very poor customer service which is very unacceptable this time of pandemic Please investigate this type of company @DICTgovph",0,en,Quarantine
@archdonski Sumasakto ah sa pandemic! 🤣🤣😂,0,tl,Regulasyon
"Easy for you to say. Other companies have exhausted their employees' leaves to get them paid while out of ofc because of this admin's incompetence in handling this pandemic. Kakasimula palang ng taon, simot na po ang leaves ng mga manggagawa. https://t.co/TKJvA5zgqH",0,en,Quarantine
Gahota ba sa mga bata!! Effort kaayo sa Commarts wieeee to think na Pandemic version pani ha unsa nalang kaha if f2f ni hahaha kani jud akong namiss sa f2f ayy huhuhuhu,0,tl,Regulasyon
"Don't get me wrong, I'm happy. Pero if pwede naman why not implement? Kayo nga always wfh set up since the pandemic arises eh. Can u not haha.",0,en,Quarantine
one year na ang pandemic pero sabi ni Harry Roque bakasyon lang 🧠 🚫,0,tl,Balita
Swerte ng mga buwaya sa goverment . Dahil sa pandemic .,0,tl,Balita
"NAKAKA..... FYI never po kaming nagbakasyon during the whole pandemic!! In fact, we are working from the beginning!!",0,en,Quarantine
ngayon nalang ulet nakapagmakeup after pandemic grrr kaya mejj nangapa 🤣,0,tl,Lakbay
"Good news for today: after losing a job last year because of the pandemic, my sister, an engineer, received a job offer today after how many months of waiting huhuhuhu thank you G kabayad na kami ka utang 😭😭😭😭😭😭😭😭😭 better days are coming 😩🚀✨",1,en,Response
"How is a self-diagnosed acute social phobic and introvert such as myself, getting through col and s/tate audit thru the pandemic rn? I try to get by with the kind of mental state I'm in rn. https://t.co/omy9qez7Rq mo ang feeling nga adlaw2 asta gab.e ga kuba2 dughan mo?",0,en,Quarantine
@mich_adn Pampakalma kc magkasama n nmn cla ni jakol s party nya khit pandemic pa walwalan na wag ng magtaka kung may lumabas n sex video scandal bukas mga lasing eh😂😂😂,0,tl,Regulasyon
"Don't ever belittle us just because wala namo gipursue dayon amo nahuman na kurso. ""Sayang"" daw- we know but we're lucky we even got a job amidst pandemic. Mas dako p gani hinuon amo ma earn kysa sa standard minimum wage baya So don't us. Fight me 💪",0,en,Quarantine
I’m always in search for happiness but this pandemic opened my eyes to be happy for simply being alive 🥲,0,en,Quarantine
she is portraying as the Duterte government in the middle of the pandemic 💯 https://t.co/Eizd3gh2BR,0,en,Response
@oacs12 @LoveBir26716192 @GraceSa10499866 @aldenrichards02 Adaptation lng cia kasawa na pa 3rd time n ginawang movie puro iyakan lng yan at laplapan khit pandemic paano ka mageenjoy sa pano2od nyan (napanood ko n yung korean version) @aldenrichards02 🙄👎#TBADNBoycottDGxEBxCS3,0,tl,Regulasyon
@SKYserves Nakkapang init ng ulo! Nkikisabay sa init ng phon wala nnaman kaming connection! Anu na? Mwawala nalng pandemic mabagal pa din internet connection niyo,0,tl,Regulasyon
"Last year, my blog traffic plummeted because of the pandemic. It had to go through another renaissance. I deleted old blog posts in bulk, updated the remaining posts with fresh info, &amp; did a rebrand late in 2020. Glad that all the effort has paid off this first quarter of 2021.",0,en,Lockdown
"@SKYserves I placed my credit card info to pay for my broadband. Tapos biglang nag error yung page niyo, pero kinaltasan niyo ako? Ano gagawin niyo? Di ako nagmintis ng pagbayad even pandemic times. Pero kung ganito ang service niyo I better need to cut off your service.",0,tl,Regulasyon
and last HINDI BAKASYON ‘TONG 1 YEAR PANDEMIC 😡,0,tl,Lakbay
wala na talaga mabangong lumabas sa bunganga si Roque. wala nang element of surprise eh sa sinabi nyang bakasyon lang ang 1 year pandemic,-1,tl,Balita
tangina hindi porket nakapagbakasyon ka with the dolphins sa subic eh bakasyon na din for the whole country ang pandemic na to. inutil hahahahah,-1,tl,Lakbay
"If there's a life skill that I honed during the pandemic, it's memorizing 4-6 digits easily thanks to all the OTPs I had to enter.",0,en,Quarantine
Nagwork pa din po kami kahit pandemic hindi kami nagbakasyon! 😂,0,tl,Regulasyon
Mygad bakasyon daw yung staying at home due to pandemic 🤬,-1,tl,Lakbay
Sana bago ako mag30 maexperience ko yung Birthday Party Surprise HAHAHA kaya lang pandemic,0,tl,Regulasyon
Paano ba commute pa Alabang during pandemic. 😭,0,tl,Lakbay
"Maraming nawalan ng work, businesses and loved-ones ngayong pandemic! Saan ka po kumukuha ng kapal ng fez mag gaganyan!? Akala mo may mahihita ka sa taong bayan pagdating ng panahon?! Pagkatapos ng administration nyo, WHO YOU KA NA! Shungaaa!",0,tl,Regulasyon
can miss wanda maximoff alter reality so that the pandemic didn't happen and we all had normal lives,0,en,Lockdown
Pandemic socializing. #kebolivin @ A'Toda Madre https://t.co/tvTZWARedm,0,en,Quarantine
"Nakakasukang Abogado ngayong buong Pandemic. What in the world nangyari sayo @attyharryroque? Disgusting to use BAKASYON. Bakasyon na madaming naghirap, nawalan ng trabaho, namatay, nagkasakit, at naging laganap ang korapsyon. Bakasyon nga talaga.",-1,tl,Balita
"Wala na bang substantial lalabas sa bibig neto? No one wanted the pandemic to happen, more so, HINDI GINAMIT ANG PANAHONG ITO PARA MAGBAKASYON. Baka ikaw since pabora-Boracay ka",-1,tl,Balita
Ginagawa ko to months before pandemic. I even tell my mom and ofc she doesn't nag me bcs she understands. 😊 it makes me feel much more better then the next day nakakahabol ako sa mga namiss ko and at the end of the day.. 100% okay hehe,0,en,Quarantine
Grabe naman talaga! Pandemic na pero fully booked pa din mga private resort😥 Hirap! 😓,0,tl,Lakbay
Naalala ko lang mga kagaguhan ko dati nung wala pa pandemic tas yon wala natatawa lang ako mag isa dito hahahahaha,0,tl,Regulasyon
OMG ! Quite a hard sell &amp; risking lives of HCWs who have sacrificed their lives to keep afloat PH’s poor pandemic responses ! Why can’t we give the best vaccine to our HCWs who will attend to infected Pinoys ? Que horror!,0,en,Quarantine
Of course that’s how you would think after traipsing around spending time with aquatic mammals and going to Boracay as though the pandemic was fiction.,0,en,Lockdown
This pandemic was not a vacation.,0,en,Quarantine
